Дата	Ставка
11.07.2023	7.5
10.07.2023	7.5
07.07.2023	7.5
06.07.2023	7.5
05.07.2023	7.5
04.07.2023	7.5
03.07.2023	7.5
30.06.2023	7.5
29.06.2023	7.5
28.06.2023	7.5
27.06.2023	7.5
26.06.2023	7.5
23.06.2023	7.5
22.06.2023	7.5
21.06.2023	7.5
20.06.2023	7.5
19.06.2023	7.5
16.06.2023	7.5
15.06.2023	7.5
14.06.2023	7.5
13.06.2023	7.5
09.06.2023	7.5
08.06.2023	7.5
07.06.2023	7.5
06.06.2023	7.5
05.06.2023	7.5
02.06.2023	7.5
01.06.2023	7.5
31.05.2023	7.5
30.05.2023	7.5
29.05.2023	7.5
26.05.2023	7.5
25.05.2023	7.5
24.05.2023	7.5
23.05.2023	7.5
22.05.2023	7.5
19.05.2023	7.5
18.05.2023	7.5
17.05.2023	7.5
16.05.2023	7.5
15.05.2023	7.5
12.05.2023	7.5
11.05.2023	7.5
10.05.2023	7.5
08.05.2023	7.5
05.05.2023	7.5
04.05.2023	7.5
03.05.2023	7.5
02.05.2023	7.5
28.04.2023	7.5
27.04.2023	7.5
26.04.2023	7.5
25.04.2023	7.5
24.04.2023	7.5
21.04.2023	7.5
20.04.2023	7.5
19.04.2023	7.5
18.04.2023	7.5
17.04.2023	7.5
14.04.2023	7.5
13.04.2023	7.5
12.04.2023	7.5
11.04.2023	7.5
10.04.2023	7.5
07.04.2023	7.5
06.04.2023	7.5
05.04.2023	7.5
04.04.2023	7.5
03.04.2023	7.5
31.03.2023	7.5
30.03.2023	7.5
29.03.2023	7.5
28.03.2023	7.5
27.03.2023	7.5
24.03.2023	7.5
23.03.2023	7.5
22.03.2023	7.5
21.03.2023	7.5
20.03.2023	7.5
17.03.2023	7.5
16.03.2023	7.5
15.03.2023	7.5
14.03.2023	7.5
13.03.2023	7.5
10.03.2023	7.5
09.03.2023	7.5
07.03.2023	7.5
06.03.2023	7.5
03.03.2023	7.5
02.03.2023	7.5
01.03.2023	7.5
28.02.2023	7.5
27.02.2023	7.5
24.02.2023	7.5
22.02.2023	7.5
21.02.2023	7.5
20.02.2023	7.5
17.02.2023	7.5
16.02.2023	7.5
15.02.2023	7.5
14.02.2023	7.5
13.02.2023	7.5
10.02.2023	7.5
09.02.2023	7.5
08.02.2023	7.5
07.02.2023	7.5
06.02.2023	7.5
03.02.2023	7.5
02.02.2023	7.5
01.02.2023	7.5
31.01.2023	7.5
30.01.2023	7.5
27.01.2023	7.5
26.01.2023	7.5
25.01.2023	7.5
24.01.2023	7.5
23.01.2023	7.5
20.01.2023	7.5
19.01.2023	7.5
18.01.2023	7.5
17.01.2023	7.5
16.01.2023	7.5
13.01.2023	7.5
12.01.2023	7.5
11.01.2023	7.5
10.01.2023	7.5
09.01.2023	7.5
06.01.2023	7.5
05.01.2023	7.5
04.01.2023	7.5
03.01.2023	7.5
30.12.2022	7.5
29.12.2022	7.5
28.12.2022	7.5
27.12.2022	7.5
26.12.2022	7.5
23.12.2022	7.5
22.12.2022	7.5
21.12.2022	7.5
20.12.2022	7.5
19.12.2022	7.5
16.12.2022	7.5
15.12.2022	7.5
14.12.2022	7.5
13.12.2022	7.5
12.12.2022	7.5
09.12.2022	7.5
08.12.2022	7.5
07.12.2022	7.5
06.12.2022	7.5
05.12.2022	7.5
02.12.2022	7.5
01.12.2022	7.5
30.11.2022	7.5
29.11.2022	7.5
28.11.2022	7.5
25.11.2022	7.5
24.11.2022	7.5
23.11.2022	7.5
22.11.2022	7.5
21.11.2022	7.5
18.11.2022	7.5
17.11.2022	7.5
16.11.2022	7.5
15.11.2022	7.5
14.11.2022	7.5
11.11.2022	7.5
10.11.2022	7.5
09.11.2022	7.5
08.11.2022	7.5
07.11.2022	7.5
03.11.2022	7.5
02.11.2022	7.5
01.11.2022	7.5
31.10.2022	7.5
28.10.2022	7.5
27.10.2022	7.5
26.10.2022	7.5
25.10.2022	7.5
24.10.2022	7.5
21.10.2022	7.5
20.10.2022	7.5
19.10.2022	7.5
18.10.2022	7.5
17.10.2022	7.5
14.10.2022	7.5
13.10.2022	7.5
12.10.2022	7.5
11.10.2022	7.5
10.10.2022	7.5
07.10.2022	7.5
06.10.2022	7.5
05.10.2022	7.5
04.10.2022	7.5
03.10.2022	7.5
30.09.2022	7.5
29.09.2022	7.5
28.09.2022	7.5
27.09.2022	7.5
26.09.2022	7.5
23.09.2022	7.5
22.09.2022	7.5
21.09.2022	7.5
20.09.2022	7.5
19.09.2022	7.5
16.09.2022	8.0
15.09.2022	8.0
14.09.2022	8.0
13.09.2022	8.0
12.09.2022	8.0
09.09.2022	8.0
08.09.2022	8.0
07.09.2022	8.0
06.09.2022	8.0
05.09.2022	8.0
02.09.2022	8.0
01.09.2022	8.0
31.08.2022	8.0
30.08.2022	8.0
29.08.2022	8.0
26.08.2022	8.0
25.08.2022	8.0
24.08.2022	8.0
23.08.2022	8.0
22.08.2022	8.0
19.08.2022	8.0
18.08.2022	8.0
17.08.2022	8.0
16.08.2022	8.0
15.08.2022	8.0
12.08.2022	8.0
11.08.2022	8.0
10.08.2022	8.0
09.08.2022	8.0
08.08.2022	8.0
05.08.2022	8.0
04.08.2022	8.0
03.08.2022	8.0
02.08.2022	8.0
01.08.2022	8.0
29.07.2022	8.0
28.07.2022	8.0
27.07.2022	8.0
26.07.2022	8.0
25.07.2022	8.0
22.07.2022	9.5
21.07.2022	9.5
20.07.2022	9.5
19.07.2022	9.5
18.07.2022	9.5
15.07.2022	9.5
14.07.2022	9.5
13.07.2022	9.5
12.07.2022	9.5
11.07.2022	9.5
08.07.2022	9.5
07.07.2022	9.5
06.07.2022	9.5
05.07.2022	9.5
04.07.2022	9.5
01.07.2022	9.5
30.06.2022	9.5
29.06.2022	9.5
28.06.2022	9.5
27.06.2022	9.5
24.06.2022	9.5
23.06.2022	9.5
22.06.2022	9.5
21.06.2022	9.5
20.06.2022	9.5
17.06.2022	9.5
16.06.2022	9.5
15.06.2022	9.5
14.06.2022	9.5
10.06.2022	11.0
09.06.2022	11.0
08.06.2022	11.0
07.06.2022	11.0
06.06.2022	11.0
03.06.2022	11.0
02.06.2022	11.0
01.06.2022	11.0
31.05.2022	11.0
30.05.2022	11.0
27.05.2022	11.0
26.05.2022	14.0
25.05.2022	14.0
24.05.2022	14.0
23.05.2022	14.0
20.05.2022	14.0
19.05.2022	14.0
18.05.2022	14.0
17.05.2022	14.0
16.05.2022	14.0
13.05.2022	14.0
12.05.2022	14.0
11.05.2022	14.0
06.05.2022	14.0
05.05.2022	14.0
04.05.2022	14.0
29.04.2022	17.0
28.04.2022	17.0
27.04.2022	17.0
26.04.2022	17.0
25.04.2022	17.0
22.04.2022	17.0
21.04.2022	17.0
20.04.2022	17.0
19.04.2022	17.0
18.04.2022	17.0
15.04.2022	17.0
14.04.2022	17.0
13.04.2022	17.0
12.04.2022	17.0
11.04.2022	17.0
08.04.2022	20.0
07.04.2022	20.0
06.04.2022	20.0
05.04.2022	20.0
04.04.2022	20.0
01.04.2022	20.0
31.03.2022	20.0
30.03.2022	20.0
29.03.2022	20.0
28.03.2022	20.0
25.03.2022	20.0
24.03.2022	20.0
23.03.2022	20.0
22.03.2022	20.0
21.03.2022	20.0
18.03.2022	20.0
17.03.2022	20.0
16.03.2022	20.0
15.03.2022	20.0
14.03.2022	20.0
11.03.2022	20.0
10.03.2022	20.0
09.03.2022	20.0
05.03.2022	20.0
04.03.2022	20.0
03.03.2022	20.0
02.03.2022	20.0
01.03.2022	20.0
28.02.2022	20.0
25.02.2022	9.5
24.02.2022	9.5
23.02.2022	9.5
22.02.2022	9.5
21.02.2022	9.5
18.02.2022	9.5
17.02.2022	9.5
16.02.2022	9.5
15.02.2022	9.5
14.02.2022	9.5
11.02.2022	8.5
10.02.2022	8.5
09.02.2022	8.5
08.02.2022	8.5
07.02.2022	8.5
04.02.2022	8.5
03.02.2022	8.5
02.02.2022	8.5
01.02.2022	8.5
31.01.2022	8.5
28.01.2022	8.5
27.01.2022	8.5
26.01.2022	8.5
25.01.2022	8.5
24.01.2022	8.5
21.01.2022	8.5
20.01.2022	8.5
19.01.2022	8.5
18.01.2022	8.5
17.01.2022	8.5
14.01.2022	8.5
13.01.2022	8.5
12.01.2022	8.5
11.01.2022	8.5
10.01.2022	8.5
06.01.2022	8.5
05.01.2022	8.5
04.01.2022	8.5
03.01.2022	8.5
30.12.2021	8.5
29.12.2021	8.5
28.12.2021	8.5
27.12.2021	8.5
24.12.2021	8.5
23.12.2021	8.5
22.12.2021	8.5
21.12.2021	8.5
20.12.2021	8.5
17.12.2021	7.5
16.12.2021	7.5
15.12.2021	7.5
14.12.2021	7.5
13.12.2021	7.5
10.12.2021	7.5
09.12.2021	7.5
08.12.2021	7.5
07.12.2021	7.5
06.12.2021	7.5
03.12.2021	7.5
02.12.2021	7.5
01.12.2021	7.5
30.11.2021	7.5
29.11.2021	7.5
26.11.2021	7.5
25.11.2021	7.5
24.11.2021	7.5
23.11.2021	7.5
22.11.2021	7.5
19.11.2021	7.5
18.11.2021	7.5
17.11.2021	7.5
16.11.2021	7.5
15.11.2021	7.5
12.11.2021	7.5
11.11.2021	7.5
10.11.2021	7.5
09.11.2021	7.5
08.11.2021	7.5
05.11.2021	7.5
03.11.2021	7.5
02.11.2021	7.5
01.11.2021	7.5
29.10.2021	7.5
28.10.2021	7.5
27.10.2021	7.5
26.10.2021	7.5
25.10.2021	7.5
22.10.2021	6.75
21.10.2021	6.75
20.10.2021	6.75
19.10.2021	6.75
18.10.2021	6.75
15.10.2021	6.75
14.10.2021	6.75
13.10.2021	6.75
12.10.2021	6.75
11.10.2021	6.75
08.10.2021	6.75
07.10.2021	6.75
06.10.2021	6.75
05.10.2021	6.75
04.10.2021	6.75
01.10.2021	6.75
30.09.2021	6.75
29.09.2021	6.75
28.09.2021	6.75
27.09.2021	6.75
24.09.2021	6.75
23.09.2021	6.75
22.09.2021	6.75
21.09.2021	6.75
20.09.2021	6.75
17.09.2021	6.75
16.09.2021	6.75
15.09.2021	6.75
14.09.2021	6.75
13.09.2021	6.75
10.09.2021	6.5
09.09.2021	6.5
08.09.2021	6.5
07.09.2021	6.5
06.09.2021	6.5
03.09.2021	6.5
02.09.2021	6.5
01.09.2021	6.5
31.08.2021	6.5
30.08.2021	6.5
27.08.2021	6.5
26.08.2021	6.5
25.08.2021	6.5
24.08.2021	6.5
23.08.2021	6.5
20.08.2021	6.5
19.08.2021	6.5
18.08.2021	6.5
17.08.2021	6.5
16.08.2021	6.5
13.08.2021	6.5
12.08.2021	6.5
11.08.2021	6.5
10.08.2021	6.5
09.08.2021	6.5
06.08.2021	6.5
05.08.2021	6.5
04.08.2021	6.5
03.08.2021	6.5
02.08.2021	6.5
30.07.2021	6.5
29.07.2021	6.5
28.07.2021	6.5
27.07.2021	6.5
26.07.2021	6.5
23.07.2021	5.5
22.07.2021	5.5
21.07.2021	5.5
20.07.2021	5.5
19.07.2021	5.5
16.07.2021	5.5
15.07.2021	5.5
14.07.2021	5.5
13.07.2021	5.5
12.07.2021	5.5
09.07.2021	5.5
08.07.2021	5.5
07.07.2021	5.5
06.07.2021	5.5
05.07.2021	5.5
02.07.2021	5.5
01.07.2021	5.5
30.06.2021	5.5
29.06.2021	5.5
28.06.2021	5.5
25.06.2021	5.5
24.06.2021	5.5
23.06.2021	5.5
22.06.2021	5.5
21.06.2021	5.5
18.06.2021	5.5
17.06.2021	5.5
16.06.2021	5.5
15.06.2021	5.5
14.06.2021	5.0
11.06.2021	5.0
10.06.2021	5.0
09.06.2021	5.0
08.06.2021	5.0
07.06.2021	5.0
04.06.2021	5.0
03.06.2021	5.0
02.06.2021	5.0
01.06.2021	5.0
31.05.2021	5.0
28.05.2021	5.0
27.05.2021	5.0
26.05.2021	5.0
25.05.2021	5.0
24.05.2021	5.0
21.05.2021	5.0
20.05.2021	5.0
19.05.2021	5.0
18.05.2021	5.0
17.05.2021	5.0
14.05.2021	5.0
13.05.2021	5.0
12.05.2021	5.0
11.05.2021	5.0
07.05.2021	5.0
06.05.2021	5.0
05.05.2021	5.0
04.05.2021	5.0
30.04.2021	5.0
29.04.2021	5.0
28.04.2021	5.0
27.04.2021	5.0
26.04.2021	5.0
23.04.2021	4.5
22.04.2021	4.5
21.04.2021	4.5
20.04.2021	4.5
19.04.2021	4.5
16.04.2021	4.5
15.04.2021	4.5
14.04.2021	4.5
13.04.2021	4.5
12.04.2021	4.5
09.04.2021	4.5
08.04.2021	4.5
07.04.2021	4.5
06.04.2021	4.5
05.04.2021	4.5
02.04.2021	4.5
01.04.2021	4.5
31.03.2021	4.5
30.03.2021	4.5
29.03.2021	4.5
26.03.2021	4.5
25.03.2021	4.5
24.03.2021	4.5
23.03.2021	4.5
22.03.2021	4.5
19.03.2021	4.25
18.03.2021	4.25
17.03.2021	4.25
16.03.2021	4.25
15.03.2021	4.25
12.03.2021	4.25
11.03.2021	4.25
10.03.2021	4.25
09.03.2021	4.25
05.03.2021	4.25
04.03.2021	4.25
03.03.2021	4.25
02.03.2021	4.25
01.03.2021	4.25
26.02.2021	4.25
25.02.2021	4.25
24.02.2021	4.25
22.02.2021	4.25
20.02.2021	4.25
19.02.2021	4.25
18.02.2021	4.25
17.02.2021	4.25
16.02.2021	4.25
15.02.2021	4.25
12.02.2021	4.25
11.02.2021	4.25
10.02.2021	4.25
09.02.2021	4.25
08.02.2021	4.25
05.02.2021	4.25
04.02.2021	4.25
03.02.2021	4.25
02.02.2021	4.25
01.02.2021	4.25
29.01.2021	4.25
28.01.2021	4.25
27.01.2021	4.25
26.01.2021	4.25
25.01.2021	4.25
22.01.2021	4.25
21.01.2021	4.25
20.01.2021	4.25
19.01.2021	4.25
18.01.2021	4.25
15.01.2021	4.25
14.01.2021	4.25
13.01.2021	4.25
12.01.2021	4.25
11.01.2021	4.25
08.01.2021	4.25
06.01.2021	4.25
05.01.2021	4.25
04.01.2021	4.25
31.12.2020	4.25
30.12.2020	4.25
29.12.2020	4.25
28.12.2020	4.25
25.12.2020	4.25
24.12.2020	4.25
23.12.2020	4.25
22.12.2020	4.25
21.12.2020	4.25
18.12.2020	4.25
17.12.2020	4.25
16.12.2020	4.25
15.12.2020	4.25
14.12.2020	4.25
11.12.2020	4.25
10.12.2020	4.25
09.12.2020	4.25
08.12.2020	4.25
07.12.2020	4.25
04.12.2020	4.25
03.12.2020	4.25
02.12.2020	4.25
01.12.2020	4.25
30.11.2020	4.25
27.11.2020	4.25
26.11.2020	4.25
25.11.2020	4.25
24.11.2020	4.25
23.11.2020	4.25
20.11.2020	4.25
19.11.2020	4.25
18.11.2020	4.25
17.11.2020	4.25
16.11.2020	4.25
13.11.2020	4.25
12.11.2020	4.25
11.11.2020	4.25
10.11.2020	4.25
09.11.2020	4.25
06.11.2020	4.25
05.11.2020	4.25
03.11.2020	4.25
02.11.2020	4.25
30.10.2020	4.25
29.10.2020	4.25
28.10.2020	4.25
27.10.2020	4.25
26.10.2020	4.25
23.10.2020	4.25
22.10.2020	4.25
21.10.2020	4.25
20.10.2020	4.25
19.10.2020	4.25
16.10.2020	4.25
15.10.2020	4.25
14.10.2020	4.25
13.10.2020	4.25
12.10.2020	4.25
09.10.2020	4.25
08.10.2020	4.25
07.10.2020	4.25
06.10.2020	4.25
05.10.2020	4.25
02.10.2020	4.25
01.10.2020	4.25
30.09.2020	4.25
29.09.2020	4.25
28.09.2020	4.25
25.09.2020	4.25
24.09.2020	4.25
23.09.2020	4.25
22.09.2020	4.25
21.09.2020	4.25
18.09.2020	4.25
17.09.2020	4.25
16.09.2020	4.25
15.09.2020	4.25
14.09.2020	4.25
11.09.2020	4.25
10.09.2020	4.25
09.09.2020	4.25
08.09.2020	4.25
07.09.2020	4.25
04.09.2020	4.25
03.09.2020	4.25
02.09.2020	4.25
01.09.2020	4.25
31.08.2020	4.25
28.08.2020	4.25
27.08.2020	4.25
26.08.2020	4.25
25.08.2020	4.25
24.08.2020	4.25
21.08.2020	4.25
20.08.2020	4.25
19.08.2020	4.25
18.08.2020	4.25
17.08.2020	4.25
14.08.2020	4.25
13.08.2020	4.25
12.08.2020	4.25
11.08.2020	4.25
10.08.2020	4.25
07.08.2020	4.25
06.08.2020	4.25
05.08.2020	4.25
04.08.2020	4.25
03.08.2020	4.25
31.07.2020	4.25
30.07.2020	4.25
29.07.2020	4.25
28.07.2020	4.25
27.07.2020	4.25
24.07.2020	4.5
23.07.2020	4.5
22.07.2020	4.5
21.07.2020	4.5
20.07.2020	4.5
17.07.2020	4.5
16.07.2020	4.5
15.07.2020	4.5
14.07.2020	4.5
13.07.2020	4.5
10.07.2020	4.5
09.07.2020	4.5
08.07.2020	4.5
07.07.2020	4.5
06.07.2020	4.5
03.07.2020	4.5
02.07.2020	4.5
30.06.2020	4.5
29.06.2020	4.5
26.06.2020	4.5
25.06.2020	4.5
23.06.2020	4.5
22.06.2020	4.5
19.06.2020	5.5
18.06.2020	5.5
17.06.2020	5.5
16.06.2020	5.5
15.06.2020	5.5
11.06.2020	5.5
10.06.2020	5.5
09.06.2020	5.5
08.06.2020	5.5
05.06.2020	5.5
04.06.2020	5.5
03.06.2020	5.5
02.06.2020	5.5
01.06.2020	5.5
29.05.2020	5.5
28.05.2020	5.5
27.05.2020	5.5
26.05.2020	5.5
25.05.2020	5.5
22.05.2020	5.5
21.05.2020	5.5
20.05.2020	5.5
19.05.2020	5.5
18.05.2020	5.5
15.05.2020	5.5
14.05.2020	5.5
13.05.2020	5.5
12.05.2020	5.5
08.05.2020	5.5
07.05.2020	5.5
06.05.2020	5.5
05.05.2020	5.5
04.05.2020	5.5
30.04.2020	5.5
29.04.2020	5.5
28.04.2020	5.5
27.04.2020	5.5
24.04.2020	6.0
23.04.2020	6.0
22.04.2020	6.0
21.04.2020	6.0
20.04.2020	6.0
17.04.2020	6.0
16.04.2020	6.0
15.04.2020	6.0
14.04.2020	6.0
13.04.2020	6.0
10.04.2020	6.0
09.04.2020	6.0
08.04.2020	6.0
07.04.2020	6.0
06.04.2020	6.0
03.04.2020	6.0
02.04.2020	6.0
01.04.2020	6.0
31.03.2020	6.0
30.03.2020	6.0
27.03.2020	6.0
26.03.2020	6.0
25.03.2020	6.0
24.03.2020	6.0
23.03.2020	6.0
20.03.2020	6.0
19.03.2020	6.0
18.03.2020	6.0
17.03.2020	6.0
16.03.2020	6.0
13.03.2020	6.0
12.03.2020	6.0
11.03.2020	6.0
10.03.2020	6.0
06.03.2020	6.0
05.03.2020	6.0
04.03.2020	6.0
03.03.2020	6.0
02.03.2020	6.0
28.02.2020	6.0
27.02.2020	6.0
26.02.2020	6.0
25.02.2020	6.0
21.02.2020	6.0
20.02.2020	6.0
19.02.2020	6.0
18.02.2020	6.0
17.02.2020	6.0
14.02.2020	6.0
13.02.2020	6.0
12.02.2020	6.0
11.02.2020	6.0
10.02.2020	6.0
07.02.2020	6.25
06.02.2020	6.25
05.02.2020	6.25
04.02.2020	6.25
03.02.2020	6.25
31.01.2020	6.25
30.01.2020	6.25
29.01.2020	6.25
28.01.2020	6.25
27.01.2020	6.25
24.01.2020	6.25
23.01.2020	6.25
22.01.2020	6.25
21.01.2020	6.25
20.01.2020	6.25
17.01.2020	6.25
16.01.2020	6.25
15.01.2020	6.25
14.01.2020	6.25
13.01.2020	6.25
10.01.2020	6.25
09.01.2020	6.25
08.01.2020	6.25
06.01.2020	6.25
03.01.2020	6.25
31.12.2019	6.25
30.12.2019	6.25
27.12.2019	6.25
26.12.2019	6.25
25.12.2019	6.25
24.12.2019	6.25
23.12.2019	6.25
20.12.2019	6.25
19.12.2019	6.25
18.12.2019	6.25
17.12.2019	6.25
16.12.2019	6.25
13.12.2019	6.5
12.12.2019	6.5
11.12.2019	6.5
10.12.2019	6.5
09.12.2019	6.5
06.12.2019	6.5
05.12.2019	6.5
04.12.2019	6.5
03.12.2019	6.5
02.12.2019	6.5
29.11.2019	6.5
28.11.2019	6.5
27.11.2019	6.5
26.11.2019	6.5
25.11.2019	6.5
22.11.2019	6.5
21.11.2019	6.5
20.11.2019	6.5
19.11.2019	6.5
18.11.2019	6.5
15.11.2019	6.5
14.11.2019	6.5
13.11.2019	6.5
12.11.2019	6.5
11.11.2019	6.5
08.11.2019	6.5
07.11.2019	6.5
06.11.2019	6.5
05.11.2019	6.5
01.11.2019	6.5
31.10.2019	6.5
30.10.2019	6.5
29.10.2019	6.5
28.10.2019	6.5
25.10.2019	7.0
24.10.2019	7.0
23.10.2019	7.0
22.10.2019	7.0
21.10.2019	7.0
18.10.2019	7.0
17.10.2019	7.0
16.10.2019	7.0
15.10.2019	7.0
14.10.2019	7.0
11.10.2019	7.0
10.10.2019	7.0
09.10.2019	7.0
08.10.2019	7.0
07.10.2019	7.0
04.10.2019	7.0
03.10.2019	7.0
02.10.2019	7.0
01.10.2019	7.0
30.09.2019	7.0
27.09.2019	7.0
26.09.2019	7.0
25.09.2019	7.0
24.09.2019	7.0
23.09.2019	7.0
20.09.2019	7.0
19.09.2019	7.0
18.09.2019	7.0
17.09.2019	7.0
16.09.2019	7.0
13.09.2019	7.0
12.09.2019	7.0
11.09.2019	7.0
10.09.2019	7.0
09.09.2019	7.0
06.09.2019	7.25
05.09.2019	7.25
04.09.2019	7.25
03.09.2019	7.25
02.09.2019	7.25
30.08.2019	7.25
29.08.2019	7.25
28.08.2019	7.25
27.08.2019	7.25
26.08.2019	7.25
23.08.2019	7.25
22.08.2019	7.25
21.08.2019	7.25
20.08.2019	7.25
19.08.2019	7.25
16.08.2019	7.25
15.08.2019	7.25
14.08.2019	7.25
13.08.2019	7.25
12.08.2019	7.25
09.08.2019	7.25
08.08.2019	7.25
07.08.2019	7.25
06.08.2019	7.25
05.08.2019	7.25
02.08.2019	7.25
01.08.2019	7.25
31.07.2019	7.25
30.07.2019	7.25
29.07.2019	7.25
26.07.2019	7.5
25.07.2019	7.5
24.07.2019	7.5
23.07.2019	7.5
22.07.2019	7.5
19.07.2019	7.5
18.07.2019	7.5
17.07.2019	7.5
16.07.2019	7.5
15.07.2019	7.5
12.07.2019	7.5
11.07.2019	7.5
10.07.2019	7.5
09.07.2019	7.5
08.07.2019	7.5
05.07.2019	7.5
04.07.2019	7.5
03.07.2019	7.5
02.07.2019	7.5
01.07.2019	7.5
28.06.2019	7.5
27.06.2019	7.5
26.06.2019	7.5
25.06.2019	7.5
24.06.2019	7.5
21.06.2019	7.5
20.06.2019	7.5
19.06.2019	7.5
18.06.2019	7.5
17.06.2019	7.5
14.06.2019	7.75
13.06.2019	7.75
12.06.2019	7.75
11.06.2019	7.75
10.06.2019	7.75
07.06.2019	7.75
06.06.2019	7.75
05.06.2019	7.75
04.06.2019	7.75
03.06.2019	7.75
31.05.2019	7.75
30.05.2019	7.75
29.05.2019	7.75
28.05.2019	7.75
27.05.2019	7.75
24.05.2019	7.75
23.05.2019	7.75
22.05.2019	7.75
21.05.2019	7.75
20.05.2019	7.75
17.05.2019	7.75
16.05.2019	7.75
15.05.2019	7.75
14.05.2019	7.75
13.05.2019	7.75
08.05.2019	7.75
07.05.2019	7.75
06.05.2019	7.75
30.04.2019	7.75
29.04.2019	7.75
26.04.2019	7.75
25.04.2019	7.75
24.04.2019	7.75
23.04.2019	7.75
22.04.2019	7.75
19.04.2019	7.75
18.04.2019	7.75
17.04.2019	7.75
16.04.2019	7.75
15.04.2019	7.75
12.04.2019	7.75
11.04.2019	7.75
10.04.2019	7.75
09.04.2019	7.75
08.04.2019	7.75
05.04.2019	7.75
04.04.2019	7.75
03.04.2019	7.75
02.04.2019	7.75
01.04.2019	7.75
29.03.2019	7.75
28.03.2019	7.75
27.03.2019	7.75
26.03.2019	7.75
25.03.2019	7.75
22.03.2019	7.75
21.03.2019	7.75
20.03.2019	7.75
19.03.2019	7.75
18.03.2019	7.75
15.03.2019	7.75
14.03.2019	7.75
13.03.2019	7.75
12.03.2019	7.75
11.03.2019	7.75
07.03.2019	7.75
06.03.2019	7.75
05.03.2019	7.75
04.03.2019	7.75
01.03.2019	7.75
28.02.2019	7.75
27.02.2019	7.75
26.02.2019	7.75
25.02.2019	7.75
22.02.2019	7.75
21.02.2019	7.75
20.02.2019	7.75
19.02.2019	7.75
18.02.2019	7.75
15.02.2019	7.75
14.02.2019	7.75
13.02.2019	7.75
12.02.2019	7.75
11.02.2019	7.75
08.02.2019	7.75
07.02.2019	7.75
06.02.2019	7.75
05.02.2019	7.75
04.02.2019	7.75
01.02.2019	7.75
31.01.2019	7.75
30.01.2019	7.75
29.01.2019	7.75
28.01.2019	7.75
25.01.2019	7.75
24.01.2019	7.75
23.01.2019	7.75
22.01.2019	7.75
21.01.2019	7.75
18.01.2019	7.75
17.01.2019	7.75
16.01.2019	7.75
15.01.2019	7.75
14.01.2019	7.75
11.01.2019	7.75
10.01.2019	7.75
09.01.2019	7.75
28.12.2018	7.75
27.12.2018	7.75
26.12.2018	7.75
25.12.2018	7.75
24.12.2018	7.75
21.12.2018	7.75
20.12.2018	7.75
19.12.2018	7.75
18.12.2018	7.75
17.12.2018	7.75
14.12.2018	7.5
13.12.2018	7.5
12.12.2018	7.5
11.12.2018	7.5
10.12.2018	7.5
07.12.2018	7.5
06.12.2018	7.5
05.12.2018	7.5
